antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
"frozenset({'age_cat=Młody', 'bmi_cat=Niedowaga'})","frozenset({'work_type=children', 'smoking_status=Unknown'})",0.06283029947152084,0.12096300645918967,0.055588177725582305,0.8847352024922118,7.314097329340955,0.04798803580477591,7.626239862881083,0.9211541176885878
"frozenset({'ever_married=No', 'work_type=children', 'smoking_status=Unknown'})","frozenset({'age_cat=Młody', 'bmi_cat=Niedowaga'})",0.12096300645918967,0.06283029947152084,0.055588177725582305,0.459546925566343,7.314097329340955,0.04798803580477591,1.7340445357083836,0.9820721254716005
"frozenset({'age_cat=Młody', 'bmi_cat=Niedowaga'})","frozenset({'ever_married=No', 'work_type=children', 'smoking_status=Unknown'})",0.06283029947152084,0.12096300645918967,0.055588177725582305,0.8847352024922118,7.314097329340955,0.04798803580477591,7.626239862881083,0.9211541176885878
"frozenset({'glucose_cat=Norma_Glukozy', 'smoking_status=Unknown', 'work_type=children', 'ever_married=No'})","frozenset({'age_cat=Młody', 'bmi_cat=Niedowaga'})",0.11528674887453513,0.06283029947152084,0.05284791544333529,0.45840407470288624,7.295907843168368,0.04560441448645022,1.730385434518101,0.9753859390363815
"frozenset({'glucose_cat=Norma_Glukozy', 'work_type=children', 'smoking_status=Unknown'})","frozenset({'age_cat=Młody', 'bmi_cat=Niedowaga'})",0.11528674887453513,0.06283029947152084,0.05284791544333529,0.45840407470288624,7.295907843168368,0.04560441448645022,1.730385434518101,0.9753859390363815
"frozenset({'age_cat=Młody', 'bmi_cat=Niedowaga'})","frozenset({'glucose_cat=Norma_Glukozy', 'smoking_status=Unknown', 'work_type=children', 'ever_married=No'})",0.06283029947152084,0.11528674887453513,0.05284791544333529,0.8411214953271028,7.295907843168367,0.04560441448645022,5.568489286495573,0.9207904019307527
"frozenset({'age_cat=Młody', 'bmi_cat=Niedowaga'})","frozenset({'glucose_cat=Norma_Glukozy', 'work_type=children', 'smoking_status=Unknown'})",0.06283029947152084,0.11528674887453513,0.05284791544333529,0.8411214953271028,7.295907843168367,0.04560441448645022,5.568489286495573,0.9207904019307527
"frozenset({'glucose_cat=Norma_Glukozy', 'ever_married=No', 'bmi_cat=Niedowaga'})","frozenset({'work_type=children', 'smoking_status=Unknown', 'age_cat=Młody'})",0.05989430416911333,0.12096300645918967,0.05284791544333529,0.8823529411764706,7.294403198172472,0.04560292034125816,7.471814445096886,0.9178846554236935
"frozenset({'work_type=children', 'smoking_status=Unknown'})","frozenset({'glucose_cat=Norma_Glukozy', 'ever_married=No', 'bmi_cat=Niedowaga'})",0.12096300645918967,0.05989430416911333,0.05284791544333529,0.4368932038834951,7.294403198172472,0.04560292034125816,1.6694980460445057,0.9816521932754397
"frozenset({'glucose_cat=Norma_Glukozy', 'ever_married=No', 'bmi_cat=Niedowaga'})","frozenset({'work_type=children', 'smoking_status=Unknown'})",0.05989430416911333,0.12096300645918967,0.05284791544333529,0.8823529411764706,7.294403198172472,0.04560292034125816,7.471814445096886,0.9178846554236935
"frozenset({'work_type=children', 'smoking_status=Unknown', 'age_cat=Młody'})","frozenset({'glucose_cat=Norma_Glukozy', 'ever_married=No', 'bmi_cat=Niedowaga'})",0.12096300645918967,0.05989430416911333,0.05284791544333529,0.4368932038834951,7.294403198172472,0.04560292034125816,1.6694980460445057,0.9816521932754397
"frozenset({'ever_married=No', 'bmi_cat=Niedowaga'})","frozenset({'work_type=children', 'smoking_status=Unknown'})",0.06322176551184185,0.12096300645918967,0.055588177725582305,0.8792569659442725,7.268808800985903,0.047940682895612007,7.2802294593251755,0.9206297122475766
"frozenset({'ever_married=No', 'bmi_cat=Niedowaga'})","frozenset({'work_type=children', 'smoking_status=Unknown', 'age_cat=Młody'})",0.06322176551184185,0.12096300645918967,0.055588177725582305,0.8792569659442725,7.268808800985903,0.047940682895612007,7.2802294593251755,0.9206297122475766
"frozenset({'work_type=children', 'smoking_status=Unknown'})","frozenset({'ever_married=No', 'bmi_cat=Niedowaga'})",0.12096300645918967,0.06322176551184185,0.055588177725582305,0.459546925566343,7.268808800985902,0.047940682895612007,1.7333202063283883,0.9811030511727681
"frozenset({'work_type=children', 'smoking_status=Unknown', 'age_cat=Młody'})","frozenset({'ever_married=No', 'bmi_cat=Niedowaga'})",0.12096300645918967,0.06322176551184185,0.055588177725582305,0.459546925566343,7.268808800985902,0.047940682895612007,1.7333202063283883,0.9811030511727681
"frozenset({'ever_married=No', 'smoking_status=Unknown', 'age_cat=Młody', 'bmi_cat=Niedowaga'})","frozenset({'glucose_cat=Norma_Glukozy', 'work_type=children'})",0.057349774907026814,0.1270307300841652,0.05284791544333529,0.9215017064846416,7.254163664761222,0.045562731666733136,11.120869395014756,0.9146002522456012
"frozenset({'glucose_cat=Norma_Glukozy', 'work_type=children', 'age_cat=Młody'})","frozenset({'ever_married=No', 'smoking_status=Unknown', 'bmi_cat=Niedowaga'})",0.1270307300841652,0.057349774907026814,0.05284791544333529,0.4160246533127888,7.254163664761222,0.045562731666733136,1.614195240330711,0.9876042185683441
"frozenset({'glucose_cat=Norma_Glukozy', 'work_type=children'})","frozenset({'ever_married=No', 'smoking_status=Unknown', 'age_cat=Młody', 'bmi_cat=Niedowaga'})",0.1270307300841652,0.057349774907026814,0.05284791544333529,0.4160246533127888,7.254163664761222,0.045562731666733136,1.614195240330711,0.9876042185683441
"frozenset({'glucose_cat=Norma_Glukozy', 'work_type=children', 'ever_married=No'})","frozenset({'smoking_status=Unknown', 'age_cat=Młody', 'bmi_cat=Niedowaga'})",0.1270307300841652,0.057349774907026814,0.05284791544333529,0.4160246533127888,7.254163664761222,0.045562731666733136,1.614195240330711,0.9876042185683441
"frozenset({'ever_married=No', 'smoking_status=Unknown', 'bmi_cat=Niedowaga'})","frozenset({'glucose_cat=Norma_Glukozy', 'work_type=children', 'age_cat=Młody'})",0.057349774907026814,0.1270307300841652,0.05284791544333529,0.9215017064846416,7.254163664761222,0.045562731666733136,11.120869395014756,0.9146002522456012
"frozenset({'smoking_status=Unknown', 'age_cat=Młody', 'bmi_cat=Niedowaga'})","frozenset({'glucose_cat=Norma_Glukozy', 'work_type=children', 'ever_married=No'})",0.057349774907026814,0.1270307300841652,0.05284791544333529,0.9215017064846416,7.254163664761222,0.045562731666733136,11.120869395014756,0.9146002522456012
"frozenset({'glucose_cat=Norma_Glukozy', 'work_type=children'})","frozenset({'ever_married=No', 'smoking_status=Unknown', 'bmi_cat=Niedowaga'})",0.1270307300841652,0.057349774907026814,0.05284791544333529,0.4160246533127888,7.254163664761222,0.045562731666733136,1.614195240330711,0.9876042185683441
"frozenset({'ever_married=No', 'smoking_status=Unknown', 'bmi_cat=Niedowaga'})","frozenset({'glucose_cat=Norma_Glukozy', 'work_type=children'})",0.057349774907026814,0.1270307300841652,0.05284791544333529,0.9215017064846416,7.254163664761222,0.045562731666733136,11.120869395014756,0.9146002522456012
"frozenset({'smoking_status=Unknown', 'age_cat=Młody', 'bmi_cat=Niedowaga'})","frozenset({'glucose_cat=Norma_Glukozy', 'work_type=children'})",0.057349774907026814,0.1270307300841652,0.05284791544333529,0.9215017064846416,7.254163664761222,0.045562731666733136,11.120869395014756,0.9146002522456012
"frozenset({'glucose_cat=Norma_Glukozy', 'work_type=children'})","frozenset({'smoking_status=Unknown', 'age_cat=Młody', 'bmi_cat=Niedowaga'})",0.1270307300841652,0.057349774907026814,0.05284791544333529,0.4160246533127888,7.254163664761222,0.045562731666733136,1.614195240330711,0.9876042185683441
"frozenset({'glucose_cat=Norma_Glukozy', 'work_type=children', 'smoking_status=Unknown', 'age_cat=Młody'})","frozenset({'ever_married=No', 'bmi_cat=Niedowaga'})",0.11528674887453513,0.06322176551184185,0.05284791544333529,0.45840407470288624,7.250731943210669,0.04555928363936683,1.7296626335847183,0.9744206817436906
"frozenset({'glucose_cat=Norma_Glukozy', 'work_type=children', 'smoking_status=Unknown'})","frozenset({'ever_married=No', 'bmi_cat=Niedowaga'})",0.11528674887453513,0.06322176551184185,0.05284791544333529,0.45840407470288624,7.250731943210669,0.04555928363936683,1.7296626335847183,0.9744206817436906
"frozenset({'ever_married=No', 'bmi_cat=Niedowaga'})","frozenset({'glucose_cat=Norma_Glukozy', 'work_type=children', 'smoking_status=Unknown', 'age_cat=Młody'})",0.06322176551184185,0.11528674887453513,0.05284791544333529,0.8359133126934984,7.250731943210668,0.04555928363936683,5.391743021009908,0.9202635774094194
"frozenset({'ever_married=No', 'bmi_cat=Niedowaga'})","frozenset({'glucose_cat=Norma_Glukozy', 'work_type=children', 'smoking_status=Unknown'})",0.06322176551184185,0.11528674887453513,0.05284791544333529,0.8359133126934984,7.250731943210668,0.04555928363936683,5.391743021009908,0.9202635774094194
frozenset({'work_type=children'}),"frozenset({'smoking_status=Unknown', 'age_cat=Młody', 'bmi_cat=Niedowaga'})",0.13446858485026425,0.057349774907026814,0.055588177725582305,0.413391557496361,7.208250741463851,0.047876434652353216,1.606949639302413,0.9950766334779367
"frozenset({'ever_married=No', 'work_type=children'})","frozenset({'smoking_status=Unknown', 'age_cat=Młody', 'bmi_cat=Niedowaga'})",0.13446858485026425,0.057349774907026814,0.055588177725582305,0.413391557496361,7.208250741463851,0.047876434652353216,1.606949639302413,0.9950766334779367
frozenset({'work_type=children'}),"frozenset({'ever_married=No', 'smoking_status=Unknown', 'age_cat=Młody', 'bmi_cat=Niedowaga'})",0.13446858485026425,0.057349774907026814,0.055588177725582305,0.413391557496361,7.208250741463851,0.047876434652353216,1.606949639302413,0.9950766334779367
frozenset({'work_type=children'}),"frozenset({'ever_married=No', 'smoking_status=Unknown', 'bmi_cat=Niedowaga'})",0.13446858485026425,0.057349774907026814,0.055588177725582305,0.413391557496361,7.208250741463851,0.047876434652353216,1.606949639302413,0.9950766334779367
"frozenset({'work_type=children', 'age_cat=Młody'})","frozenset({'ever_married=No', 'smoking_status=Unknown', 'bmi_cat=Niedowaga'})",0.13446858485026425,0.057349774907026814,0.055588177725582305,0.413391557496361,7.208250741463851,0.047876434652353216,1.606949639302413,0.9950766334779367
"frozenset({'ever_married=No', 'smoking_status=Unknown', 'bmi_cat=Niedowaga'})","frozenset({'work_type=children', 'age_cat=Młody'})",0.057349774907026814,0.13446858485026425,0.055588177725582305,0.9692832764505119,7.20825074146385,0.047876434652353216,28.17785607098583,0.9136687859716438
"frozenset({'smoking_status=Unknown', 'age_cat=Młody', 'bmi_cat=Niedowaga'})",frozenset({'work_type=children'}),0.057349774907026814,0.13446858485026425,0.055588177725582305,0.9692832764505119,7.20825074146385,0.047876434652353216,28.17785607098583,0.9136687859716438
"frozenset({'ever_married=No', 'smoking_status=Unknown', 'bmi_cat=Niedowaga'})",frozenset({'work_type=children'}),0.057349774907026814,0.13446858485026425,0.055588177725582305,0.9692832764505119,7.20825074146385,0.047876434652353216,28.17785607098583,0.9136687859716438
"frozenset({'smoking_status=Unknown', 'age_cat=Młody', 'bmi_cat=Niedowaga'})","frozenset({'ever_married=No', 'work_type=children'})",0.057349774907026814,0.13446858485026425,0.055588177725582305,0.9692832764505119,7.20825074146385,0.047876434652353216,28.17785607098583,0.9136687859716438
"frozenset({'ever_married=No', 'smoking_status=Unknown', 'age_cat=Młody', 'bmi_cat=Niedowaga'})",frozenset({'work_type=children'}),0.057349774907026814,0.13446858485026425,0.055588177725582305,0.9692832764505119,7.20825074146385,0.047876434652353216,28.17785607098583,0.9136687859716438
"frozenset({'glucose_cat=Norma_Glukozy', 'smoking_status=Unknown', 'ever_married=No', 'bmi_cat=Niedowaga'})","frozenset({'work_type=children', 'age_cat=Młody'})",0.0546095126247798,0.13446858485026425,0.05284791544333529,0.9677419354838709,7.196788280039441,0.045504651561318506,26.83147386964174,0.9107867494824016
"frozenset({'glucose_cat=Norma_Glukozy', 'smoking_status=Unknown', 'age_cat=Młody', 'bmi_cat=Niedowaga'})",frozenset({'work_type=children'}),0.0546095126247798,0.13446858485026425,0.05284791544333529,0.9677419354838709,7.196788280039441,0.045504651561318506,26.83147386964174,0.9107867494824016
frozenset({'work_type=children'}),"frozenset({'glucose_cat=Norma_Glukozy', 'smoking_status=Unknown', 'age_cat=Młody', 'bmi_cat=Niedowaga'})",0.13446858485026425,0.0546095126247798,0.05284791544333529,0.3930131004366812,7.196788280039441,0.045504651561318506,1.5575138245246436,0.9948213478064224
"frozenset({'glucose_cat=Norma_Glukozy', 'age_cat=Młody', 'bmi_cat=Niedowaga', 'ever_married=No', 'smoking_status=Unknown'})",frozenset({'work_type=children'}),0.0546095126247798,0.13446858485026425,0.05284791544333529,0.9677419354838709,7.196788280039441,0.045504651561318506,26.83147386964174,0.9107867494824016
"frozenset({'glucose_cat=Norma_Glukozy', 'smoking_status=Unknown', 'ever_married=No', 'bmi_cat=Niedowaga'})",frozenset({'work_type=children'}),0.0546095126247798,0.13446858485026425,0.05284791544333529,0.9677419354838709,7.196788280039441,0.045504651561318506,26.83147386964174,0.9107867494824016
frozenset({'work_type=children'}),"frozenset({'glucose_cat=Norma_Glukozy', 'age_cat=Młody', 'bmi_cat=Niedowaga', 'ever_married=No', 'smoking_status=Unknown'})",0.13446858485026425,0.0546095126247798,0.05284791544333529,0.3930131004366812,7.196788280039441,0.045504651561318506,1.5575138245246436,0.9948213478064224
"frozenset({'ever_married=No', 'work_type=children'})","frozenset({'glucose_cat=Norma_Glukozy', 'smoking_status=Unknown', 'age_cat=Młody', 'bmi_cat=Niedowaga'})",0.13446858485026425,0.0546095126247798,0.05284791544333529,0.3930131004366812,7.196788280039441,0.045504651561318506,1.5575138245246436,0.9948213478064224
"frozenset({'work_type=children', 'age_cat=Młody'})","frozenset({'glucose_cat=Norma_Glukozy', 'smoking_status=Unknown', 'ever_married=No', 'bmi_cat=Niedowaga'})",0.13446858485026425,0.0546095126247798,0.05284791544333529,0.3930131004366812,7.196788280039441,0.045504651561318506,1.5575138245246436,0.9948213478064224
"frozenset({'glucose_cat=Norma_Glukozy', 'smoking_status=Unknown', 'age_cat=Młody', 'bmi_cat=Niedowaga'})","frozenset({'ever_married=No', 'work_type=children'})",0.0546095126247798,0.13446858485026425,0.05284791544333529,0.9677419354838709,7.196788280039441,0.045504651561318506,26.83147386964174,0.9107867494824016
frozenset({'work_type=children'}),"frozenset({'glucose_cat=Norma_Glukozy', 'smoking_status=Unknown', 'ever_married=No', 'bmi_cat=Niedowaga'})",0.13446858485026425,0.0546095126247798,0.05284791544333529,0.3930131004366812,7.196788280039441,0.045504651561318506,1.5575138245246436,0.9948213478064224
"frozenset({'smoking_status=Unknown', 'bmi_cat=Niedowaga'})","frozenset({'glucose_cat=Norma_Glukozy', 'work_type=children', 'age_cat=Młody'})",0.05813270698766882,0.1270307300841652,0.05284791544333529,0.9090909090909091,7.156464490825044,0.045463275232922866,9.60266196907418,0.9133624272651704
"frozenset({'smoking_status=Unknown', 'bmi_cat=Niedowaga'})","frozenset({'glucose_cat=Norma_Glukozy', 'work_type=children', 'ever_married=No'})",0.05813270698766882,0.1270307300841652,0.05284791544333529,0.9090909090909091,7.156464490825044,0.045463275232922866,9.60266196907418,0.9133624272651704
"frozenset({'smoking_status=Unknown', 'bmi_cat=Niedowaga'})","frozenset({'glucose_cat=Norma_Glukozy', 'work_type=children', 'ever_married=No', 'age_cat=Młody'})",0.05813270698766882,0.1270307300841652,0.05284791544333529,0.9090909090909091,7.156464490825044,0.045463275232922866,9.60266196907418,0.9133624272651704
"frozenset({'smoking_status=Unknown', 'bmi_cat=Niedowaga'})","frozenset({'glucose_cat=Norma_Glukozy', 'work_type=children'})",0.05813270698766882,0.1270307300841652,0.05284791544333529,0.9090909090909091,7.156464490825044,0.045463275232922866,9.60266196907418,0.9133624272651704
"frozenset({'glucose_cat=Norma_Glukozy', 'work_type=children', 'ever_married=No'})","frozenset({'smoking_status=Unknown', 'bmi_cat=Niedowaga'})",0.1270307300841652,0.05813270698766882,0.05284791544333529,0.4160246533127888,7.156464490825043,0.045463275232922866,1.6128545466095061,0.9854484304932736
"frozenset({'glucose_cat=Norma_Glukozy', 'work_type=children', 'ever_married=No', 'age_cat=Młody'})","frozenset({'smoking_status=Unknown', 'bmi_cat=Niedowaga'})",0.1270307300841652,0.05813270698766882,0.05284791544333529,0.4160246533127888,7.156464490825043,0.045463275232922866,1.6128545466095061,0.9854484304932736
"frozenset({'glucose_cat=Norma_Glukozy', 'work_type=children', 'age_cat=Młody'})","frozenset({'smoking_status=Unknown', 'bmi_cat=Niedowaga'})",0.1270307300841652,0.05813270698766882,0.05284791544333529,0.4160246533127888,7.156464490825043,0.045463275232922866,1.6128545466095061,0.9854484304932736
"frozenset({'glucose_cat=Norma_Glukozy', 'work_type=children'})","frozenset({'smoking_status=Unknown', 'bmi_cat=Niedowaga'})",0.1270307300841652,0.05813270698766882,0.05284791544333529,0.4160246533127888,7.156464490825043,0.045463275232922866,1.6128545466095061,0.9854484304932736
"frozenset({'work_type=children', 'age_cat=Młody'})","frozenset({'glucose_cat=Norma_Glukozy', 'smoking_status=Unknown', 'bmi_cat=Niedowaga'})",0.13446858485026425,0.0551967116852613,0.05284791544333529,0.3930131004366812,7.1202267025922135,0.04542569173463015,1.5565464246336342,0.9930951304085632
"frozenset({'glucose_cat=Norma_Glukozy', 'smoking_status=Unknown', 'bmi_cat=Niedowaga'})","frozenset({'ever_married=No', 'work_type=children'})",0.0551967116852613,0.13446858485026425,0.05284791544333529,0.9574468085106382,7.1202267025922135,0.04542569173463015,20.33998825601876,0.9097714246253711
"frozenset({'glucose_cat=Norma_Glukozy', 'smoking_status=Unknown', 'bmi_cat=Niedowaga'})","frozenset({'work_type=children', 'age_cat=Młody'})",0.0551967116852613,0.13446858485026425,0.05284791544333529,0.9574468085106382,7.1202267025922135,0.04542569173463015,20.33998825601876,0.9097714246253711
"frozenset({'glucose_cat=Norma_Glukozy', 'smoking_status=Unknown', 'bmi_cat=Niedowaga'})","frozenset({'ever_married=No', 'work_type=children', 'age_cat=Młody'})",0.0551967116852613,0.13446858485026425,0.05284791544333529,0.9574468085106382,7.1202267025922135,0.04542569173463015,20.33998825601876,0.9097714246253711
frozenset({'work_type=children'}),"frozenset({'glucose_cat=Norma_Glukozy', 'smoking_status=Unknown', 'bmi_cat=Niedowaga'})",0.13446858485026425,0.0551967116852613,0.05284791544333529,0.3930131004366812,7.1202267025922135,0.04542569173463015,1.5565464246336342,0.9930951304085632
"frozenset({'glucose_cat=Norma_Glukozy', 'smoking_status=Unknown', 'bmi_cat=Niedowaga'})",frozenset({'work_type=children'}),0.0551967116852613,0.13446858485026425,0.05284791544333529,0.9574468085106382,7.1202267025922135,0.04542569173463015,20.33998825601876,0.9097714246253711
"frozenset({'ever_married=No', 'work_type=children', 'age_cat=Młody'})","frozenset({'glucose_cat=Norma_Glukozy', 'smoking_status=Unknown', 'bmi_cat=Niedowaga'})",0.13446858485026425,0.0551967116852613,0.05284791544333529,0.3930131004366812,7.1202267025922135,0.04542569173463015,1.5565464246336342,0.9930951304085632
"frozenset({'ever_married=No', 'work_type=children'})","frozenset({'glucose_cat=Norma_Glukozy', 'smoking_status=Unknown', 'bmi_cat=Niedowaga'})",0.13446858485026425,0.0551967116852613,0.05284791544333529,0.3930131004366812,7.1202267025922135,0.04542569173463015,1.5565464246336342,0.9930951304085632
"frozenset({'work_type=children', 'ever_married=No'})","frozenset({'smoking_status=Unknown', 'bmi_cat=Niedowaga'})",0.13446858485026425,0.05813270698766882,0.055588177725582305,0.413391557496361,7.111169923396997,0.04777115488343541,1.6056149635222616,0.992888470579242
"frozenset({'work_type=children', 'age_cat=Młody'})","frozenset({'smoking_status=Unknown', 'bmi_cat=Niedowaga'})",0.13446858485026425,0.05813270698766882,0.055588177725582305,0.413391557496361,7.111169923396997,0.04777115488343541,1.6056149635222616,0.992888470579242
frozenset({'work_type=children'}),"frozenset({'smoking_status=Unknown', 'bmi_cat=Niedowaga'})",0.13446858485026425,0.05813270698766882,0.055588177725582305,0.413391557496361,7.111169923396997,0.04777115488343541,1.6056149635222616,0.992888470579242
"frozenset({'ever_married=No', 'work_type=children', 'age_cat=Młody'})","frozenset({'smoking_status=Unknown', 'bmi_cat=Niedowaga'})",0.13446858485026425,0.05813270698766882,0.055588177725582305,0.413391557496361,7.111169923396997,0.04777115488343541,1.6056149635222616,0.992888470579242
"frozenset({'smoking_status=Unknown', 'bmi_cat=Niedowaga'})",frozenset({'work_type=children'}),0.05813270698766882,0.13446858485026425,0.055588177725582305,0.9562289562289562,7.1111699233969965,0.04777115488343541,19.774063869190105,0.9124174598714481
"frozenset({'smoking_status=Unknown', 'bmi_cat=Niedowaga'})","frozenset({'work_type=children', 'age_cat=Młody'})",0.05813270698766882,0.13446858485026425,0.055588177725582305,0.9562289562289562,7.1111699233969965,0.04777115488343541,19.774063869190105,0.9124174598714481
"frozenset({'smoking_status=Unknown', 'bmi_cat=Niedowaga'})","frozenset({'ever_married=No', 'work_type=children', 'age_cat=Młody'})",0.05813270698766882,0.13446858485026425,0.055588177725582305,0.9562289562289562,7.1111699233969965,0.04777115488343541,19.774063869190105,0.9124174598714481
"frozenset({'smoking_status=Unknown', 'bmi_cat=Niedowaga'})","frozenset({'work_type=children', 'ever_married=No'})",0.05813270698766882,0.13446858485026425,0.055588177725582305,0.9562289562289562,7.1111699233969965,0.04777115488343541,19.774063869190105,0.9124174598714481
"frozenset({'glucose_cat=Norma_Glukozy', 'work_type=children'})","frozenset({'ever_married=No', 'age_cat=Młody', 'bmi_cat=Niedowaga'})",0.1270307300841652,0.06263456645136034,0.0553924447054218,0.436055469953775,6.961898112480739,0.04743593000060034,1.6621589245165767,0.9809749797968595
"frozenset({'ever_married=No', 'age_cat=Młody', 'bmi_cat=Niedowaga'})","frozenset({'glucose_cat=Norma_Glukozy', 'work_type=children'})",0.06263456645136034,0.1270307300841652,0.0553924447054218,0.884375,6.961898112480739,0.04743593000060034,7.550004496569383,0.913582879493421
frozenset({'work_type=children'}),"frozenset({'ever_married=No', 'age_cat=Młody', 'bmi_cat=Niedowaga'})",0.13446858485026425,0.06263456645136034,0.058524173027989825,0.43522561863173215,6.948649017467249,0.05010179151456556,1.6597166310513285,0.9890884585887831
"frozenset({'ever_married=No', 'age_cat=Młody', 'bmi_cat=Niedowaga'})",frozenset({'work_type=children'}),0.06263456645136034,0.13446858485026425,0.058524173027989825,0.9343750000000001,6.948649017467249,0.05010179151456556,13.189050135615034,0.913290700329839
"frozenset({'glucose_cat=Norma_Glukozy', 'ever_married=No', 'age_cat=Młody', 'bmi_cat=Niedowaga'})",frozenset({'work_type=children'}),0.059307105108631825,0.13446858485026425,0.0553924447054218,0.933993399339934,6.945811175003962,0.0474175022098982,13.112800939518491,0.9099976619331842
frozenset({'work_type=children'}),"frozenset({'glucose_cat=Norma_Glukozy', 'ever_married=No', 'age_cat=Młody', 'bmi_cat=Niedowaga'})",0.13446858485026425,0.059307105108631825,0.0553924447054218,0.4119359534206695,6.945811175003962,0.0474175022098982,1.599643610867252,0.9890205253846412
"frozenset({'age_cat=Młody', 'bmi_cat=Niedowaga'})","frozenset({'glucose_cat=Norma_Glukozy', 'work_type=children', 'ever_married=No'})",0.06283029947152084,0.1270307300841652,0.0553924447054218,0.881619937694704,6.940209956367092,0.047411065892147775,7.374293043236393,0.913294720901193
"frozenset({'age_cat=Młody', 'bmi_cat=Niedowaga'})","frozenset({'glucose_cat=Norma_Glukozy', 'work_type=children'})",0.06283029947152084,0.1270307300841652,0.0553924447054218,0.881619937694704,6.940209956367092,0.047411065892147775,7.374293043236393,0.913294720901193
"frozenset({'glucose_cat=Norma_Glukozy', 'work_type=children'})","frozenset({'age_cat=Młody', 'bmi_cat=Niedowaga'})",0.1270307300841652,0.06283029947152084,0.0553924447054218,0.436055469953775,6.940209956367092,0.047411065892147775,1.661811846019079,0.9804607900616396
"frozenset({'glucose_cat=Norma_Glukozy', 'work_type=children', 'ever_married=No'})","frozenset({'age_cat=Młody', 'bmi_cat=Niedowaga'})",0.1270307300841652,0.06283029947152084,0.0553924447054218,0.436055469953775,6.940209956367092,0.047411065892147775,1.661811846019079,0.9804607900616396
"frozenset({'work_type=children', 'ever_married=No'})","frozenset({'age_cat=Młody', 'bmi_cat=Niedowaga'})",0.13446858485026425,0.06283029947152084,0.058524173027989825,0.43522561863173215,6.927002135792896,0.05007547157233611,1.6593700625336731,0.9885688613787251
